"title","year","points","journal","doi","issn","eissn","author","affiliation","employment"
"On continuity and compactness of some nonlinear operators in the spaces of functions of bounded variation",2016,35,"ANNALI DI MATEMATICA PURA ED APPLICATA","10.1007/s10231-015-0526-7","0373-3114",,"Bugajewski, Dariusz",TRUE,TRUE
"On continuity and compactness of some nonlinear operators in the spaces of functions of bounded variation",2016,35,"ANNALI DI MATEMATICA PURA ED APPLICATA","10.1007/s10231-015-0526-7","0373-3114",,"Kasprzak, Piotr",TRUE,TRUE
"On continuous dependence of solutions of dynamic equations",2015,40,"APPLIED MATHEMATICS AND COMPUTATION","10.1016/j.amc.2014.12.047","0096-3003",,"Cichoń, Mieczysław",TRUE,TRUE
"On convolutions of convex sets and related problems",2014,15,"CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES","10.4153/CMB-2013-041-8","0008-4395",,"Schoen, Tomasz",TRUE,TRUE
"On Countable Tightness and the Lindelöf Property in Non-Archimedean Banach Spaces",2018,30,"JOURNAL OF CONVEX ANALYSIS",,"0944-6532",,"Kąkol, Jerzy",TRUE,TRUE
"On equivariant and invariant topological complexity of smooth $Z/p$-spheres",2017,25,"PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY","10.1090/proc/13528","0002-9939",,"Błaszczyk, Zbigniew",TRUE,TRUE
"On equivariant and invariant topological complexity of smooth $Z/p$-spheres",2017,25,"PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY","10.1090/proc/13528","0002-9939",,"Kaluba, Marek",TRUE,TRUE
"On Erdős’ extremal problem on matchings in hypergraphs",2014,35,"JOURNAL OF COMBINATORIAL THEORY SERIES A","10.1016/j.jcta.2014.01.003","0097-3165",,"Mieczkowska-Chwedyna, Katarzyna",TRUE,TRUE
"On Erdős’ extremal problem on matchings in hypergraphs",2014,35,"JOURNAL OF COMBINATORIAL THEORY SERIES A","10.1016/j.jcta.2014.01.003","0097-3165",,"Łuczak, Tomasz",TRUE,TRUE
"On generalized shift graphs",2014,25,"FUNDAMENTA MATHEMATICAE","10.4064/fm226-2-6","0016-2736",,"Łuczak, Tomasz",TRUE,TRUE
"On highly D-efficient designs with non-negatively correlated observations",2017,25,"REVSTAT-Statistical Journal",,"1645-6726",,"Katulska, Krystyna",TRUE,TRUE
"On highly D-efficient designs with non-negatively correlated observations",2017,25,"REVSTAT-Statistical Journal",,"1645-6726",,"Smaga, Łukasz",TRUE,TRUE
"On integral operators and nonlinear integral equations in the spaces of functions of bounded variation",2016,40,"JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS","10.1016/j.jmaa.2016.06.014","0022-247X",,"Bugajewski, Dariusz",TRUE,TRUE
"On integral operators and nonlinear integral equations in the spaces of functions of bounded variation",2016,40,"JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS","10.1016/j.jmaa.2016.06.014","0022-247X",,"Kasprzak, Piotr",TRUE,TRUE
"On interpolation of the measure of non-compactness by the complex method",2015,25,"QUARTERLY JOURNAL OF MATHEMATICS","10.1093/qmath/hau009","0033-5606",,"Szwedek, Radosław",TRUE,TRUE
"On knife-edge conditions with unbounded growth",2015,25,"JOURNAL OF MACROECONOMICS","10.1016/j.jmacro.2015.05.005","0164-0704",,"Bugajewski, Dariusz",TRUE,TRUE
"On locally convex weakly Lindelöf <U+03A3>-spaces",2013,15,"BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN",,"1370-1444",,"Kąkol, Jerzy",TRUE,TRUE
"On maximal tail probability of sums of nonnegative, independent and identically distributed random variables",2017,20,"STATISTICS & PROBABILITY LETTERS","10.1016/j.spl.2017.04.024","0167-7152",,"Mieczkowska-Chwedyna, Katarzyna",TRUE,TRUE
"On maximal tail probability of sums of nonnegative, independent and identically distributed random variables",2017,20,"STATISTICS & PROBABILITY LETTERS","10.1016/j.spl.2017.04.024","0167-7152",,"Łuczak, Tomasz",TRUE,TRUE
"On max–min representations of ordered median functions",2015,25,"OPTIMIZATION","10.1080/02331934.2012.750322","0233-1934",,"Grzybowski, Jerzy",TRUE,TRUE
"On max–min representations of ordered median functions",2015,25,"OPTIMIZATION","10.1080/02331934.2012.750322","0233-1934",,"Urbański, Ryszard",TRUE,TRUE
"On minimal representations by a family of sublinear functions",2015,35,"JOURNAL OF GLOBAL OPTIMIZATION","10.1007/s10898-014-0163-5","0925-5001",,"Grzybowski, Jerzy",TRUE,TRUE
"On minimal representations by a family of sublinear functions",2015,35,"JOURNAL OF GLOBAL OPTIMIZATION","10.1007/s10898-014-0163-5","0925-5001",,"Urbański, Ryszard",TRUE,TRUE
"On Monotonic Integrable Solutions for Quadratic Functional Integral Equations",2013,25,"Mediterranean Journal of Mathematics","10.1007/s00009-012-0218-0","1660-5446",,"Cichoń, Mieczysław",TRUE,TRUE
"On multicolor Ramsey numbers for loose k-paths of length three",2018,30,"EUROPEAN JOURNAL OF COMBINATORICS","10.1016/j.ejc.2018.02.033","0195-6698",,"Łuczak, Tomasz",TRUE,TRUE
"On multicolor Ramsey numbers for loose k-paths of length three",2018,30,"EUROPEAN JOURNAL OF COMBINATORICS","10.1016/j.ejc.2018.02.033","0195-6698",,"Ruciński, Andrzej",TRUE,TRUE
"On multicolor Ramsey numbers for loose k-paths of length three",2018,30,"EUROPEAN JOURNAL OF COMBINATORICS","10.1016/j.ejc.2018.02.033","0195-6698",,"Polcyn-Lewandowska, Joanna",TRUE,TRUE
"On P-spaces and related concepts",2015,20,"TOPOLOGY AND ITS APPLICATIONS","10.1016/j.topol.2015.05.085","0166-8641",,"Kąkol, Jerzy",TRUE,TRUE
"On precompact sets in spaces Cc(X)",2013,15,"Georgian Mathematical Journal","10.1515/gmj-2013-0022","1072-947X",,"Kąkol, Jerzy",TRUE,TRUE
"On representation of the Reeb graph as a sub-complex of manifold",2015,35,"Topological Methods in Nonlinear Analysis","10.12775/TMNA.2015.015","1230-3429",,"Kaluba, Marek",TRUE,TRUE
"On representation of the Reeb graph as a sub-complex of manifold",2015,35,"Topological Methods in Nonlinear Analysis","10.12775/TMNA.2015.015","1230-3429",,"Marzantowicz, Wacław",TRUE,TRUE
"On simulation powers of new normality tests",2017,14,"Applicationes Mathematicae","10.4064/am2294-10-2016","1233-7234","1730-6280","Wołyński, Waldemar",TRUE,TRUE
"On Sobolev and Franke-Jawerth embeddings of smoothness Morrey spaces",2014,25,"Revista Matematica Complutense","10.1007/s13163-013-0143-1","1139-1138",,"Skrzypczak, Leszek",TRUE,TRUE
"On Solutions of Fractional Order Boundary Value Problems with Integral Boundary Conditions in Banach Spaces",2013,25,"Journal of Function Spaces and Applications","10.1155/2013/428094","2090-8997",,"Cichoń, Mieczysław",TRUE,TRUE
"On Solutions of Quadratic Integral Equations in Orlicz Spaces",2015,25,"Mediterranean Journal of Mathematics","10.1007/s00009-014-0450-x","1660-5446",,"Cichoń, Mieczysław",TRUE,TRUE
"On some consequences of Mazur–Orlicz theorem to Hahn–Banach–Lagrange theorem",2017,25,"OPTIMIZATION","10.1080/02331934.2017.1295044","0233-1934",,"Grzybowski, Jerzy",TRUE,TRUE
"On some consequences of Mazur–Orlicz theorem to Hahn–Banach–Lagrange theorem",2017,25,"OPTIMIZATION","10.1080/02331934.2017.1295044","0233-1934",,"Przybycień, Hubert",TRUE,TRUE
"On some consequences of Mazur–Orlicz theorem to Hahn–Banach–Lagrange theorem",2017,25,"OPTIMIZATION","10.1080/02331934.2017.1295044","0233-1934",,"Urbański, Ryszard",TRUE,TRUE
"On some geometric properties of Banach spaces of continuous functions on separable compact lines",2017,13,"Bulletin of the Polish Academy of Sciences. Mathematics","10.4064/ba8086-4-2017","0239-7269","1732-8985","Michalak, Artur",TRUE,TRUE
"On some geometric properties of generalized Orlicz–Lorentz sequence spaces",2013,15,"INDAGATIONES MATHEMATICAE-NEW SERIES","10.1016/j.indag.2012.11.007","0019-3577",,"Foralewski, Paweł",TRUE,TRUE
"On some nonlinear operators in $\Lambda$BV-spaces",2017,25,"Journal of Fixed Point Theory and Applications","10.1007/s11784-017-0450-0","1661-7738","1661-7746","Bugajewski, Dariusz",TRUE,TRUE
"On some nonlinear operators in $\Lambda$BV-spaces",2017,25,"Journal of Fixed Point Theory and Applications","10.1007/s11784-017-0450-0","1661-7738","1661-7746","Sadowski, Jędrzej",TRUE,
"On some properties of quotients of homogeneous C(K) spaces",2016,10,"Discussiones Mathematicae Differential Inclusions Control and Optimization","10.7151/dmdico.1180","1509-9407",,"Michalak, Artur",TRUE,TRUE
"On Some Properties of Separately Increasing Functions from [0,1]^n into a Banach Space",2014,13,"Bulletin of the Polish Academy of Sciences. Mathematics","10.4064/ba62-1-7","0239-7269",,"Michalak, Artur",TRUE,TRUE
"On spaces $C^b(X$) weakly K-analytic",2017,30,"MATHEMATISCHE NACHRICHTEN","10.1002/mana.201600406","0025-584X","1522-2616","Kąkol, Jerzy",TRUE,TRUE
"On superposition operators in spaces BV<U+03D5>(0, 1)",2016,40,"JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS","10.1016/j.jmaa.2016.06.016","0022-247X",,"Michalak, Artur",TRUE,TRUE
"On Superposition Operators in Spaces of Regular and of Bounded Variation Functions",2016,25,"ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN","10.4171/ZAA/1566","0232-2064",,"Michalak, Artur",TRUE,TRUE
"On the algebra of smooth operators",2013,25,"STUDIA MATHEMATICA","10.4064/sm218-2-3","0039-3223",,"Ciaś, Tomasz",TRUE,TRUE
"On the almost periodicity of a generalized trigonometric polynomial",2013,9,"Commentationes Mathematicae","10.14708/cm.v53i2.791","2080-1211",,"Stoiński, Stanisław",TRUE,TRUE
"On the Banach envelopes of Hardy-Orlicz spaces on an annulus",2016,15,"Annales Polonici Mathematici","10.4064/ap3828-2-2016","0066-2216",,"Rzeczkowski, Michał",TRUE,TRUE
"On the boundedness of the multilinear fractional integral operators",2014,45,"NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS","10.1016/j.na.2013.08.016","0362-546X",,"Mastyło, Mieczysław",TRUE,TRUE
"On the chromatic index of random uniform hypergraphs",2015,25,"SIAM JOURNAL ON DISCRETE MATHEMATICS","10.1137/130942292","0895-4801",,"Rybarczyk-Krzywdzińska, Katarzyna",TRUE,TRUE
"On the complexity of distributed BFS in ad hoc networks with spontaneous wake-up",2013,20,"DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE",,"1462-7264",,"Krzywdziński, Krzysztof",TRUE,TRUE
"On the convergence of sets and the approximation property for dynamic equations on time scales",2015,8,"Mathematica Aeterna",,,"1314-3344","Cichoń, Mieczysław",TRUE,TRUE
"On the convergence of successive approximations for a fractional differential equation in Banach spaces",2014,25,"ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN","10.4171/ZAA/1513","0232-2064",,"Dutkiewicz, Aldona",TRUE,TRUE
"On the diameter of Kronecker graphs",2018,25,"DISCRETE MATHEMATICS","10.1016/j.disc.2018.07.026","0012-365X",,"Łuczak, Tomasz",TRUE,TRUE
"On the diameter of Kronecker graphs",2018,25,"DISCRETE MATHEMATICS","10.1016/j.disc.2018.07.026","0012-365X",,"Banaszak, Justyna",TRUE,FALSE
"On the distributed complexity of the semi-matching problem.",2016,30,"JOURNAL OF COMPUTER AND SYSTEM SCIENCES","10.1016/j.jcss.2016.05.001","0022-0000",,"Hanćkowiak, Michał",TRUE,TRUE
"On the distributed complexity of the semi-matching problem.",2016,30,"JOURNAL OF COMPUTER AND SYSTEM SCIENCES","10.1016/j.jcss.2016.05.001","0022-0000",,"Wawrzyniak, Wojciech",TRUE,TRUE
"On the distributed complexity of the semi-matching problem.",2016,30,"JOURNAL OF COMPUTER AND SYSTEM SCIENCES","10.1016/j.jcss.2016.05.001","0022-0000",,"Szymańska, Edyta",TRUE,TRUE
"On the dual positive Schur property in Banach lattices",2013,25,"POSITIVITY","10.1007/s11117-012-0203-7","1385-1292",,"Wnuk, Witold",TRUE,TRUE
"On the existence of solutions for quadratic integral equations in Orlicz spaces",2017,20,"Mathematica Slovaca","10.1515/ms-2016-0233","0139-9918","1337-2211","Cichoń, Mieczysław",TRUE,TRUE
"On the existence of solutions of ordinary differential equations in Banach spaces",2015,20,"Mathematica Slovaca","10.1515/ms-2015-0041","0139-9918",,"Dutkiewicz, Aldona",TRUE,TRUE
"On the Hamiltonicity of Triple Systems with High Minimum Degree",2017,15,"Annals of Combinatorics","10.1007/s00026-017-0345-1","0218-0006","0219-3094","Ruciński, Andrzej",TRUE,TRUE
"On the interspike-intervals of periodically-driven integrate-and-fire models",2015,40,"JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS","10.1016/j.jmaa.2014.10.013","0022-247X",,"Marzantowicz, Wacław",TRUE,TRUE
"On the moduli and characteristic of monotonicity in Orlicz-Lorentz function spaces",2013,30,"JOURNAL OF CONVEX ANALYSIS",,"0944-6532",,"Foralewski, Paweł",TRUE,TRUE
"On the moduli and characteristic of monotonicity in Orlicz-Lorentz function spaces",2013,30,"JOURNAL OF CONVEX ANALYSIS",,"0944-6532",,"Hudzik, Henryk",TRUE,TRUE
"On the moduli and characteristic of monotonicity in Orlicz-Lorentz function spaces",2013,30,"JOURNAL OF CONVEX ANALYSIS",,"0944-6532",,"Kaczmarek, Radosław",TRUE,TRUE
"On the multicolor Ramsey number for 3-paths of length three",2017,25,"ELECTRONIC JOURNAL OF COMBINATORICS",,"1077-8926","1077-8926","Polcyn-Lewandowska, Joanna",TRUE,TRUE
"On the multicolor Ramsey number for 3-paths of length three",2017,25,"ELECTRONIC JOURNAL OF COMBINATORICS",,"1077-8926","1077-8926","Łuczak, Tomasz",TRUE,TRUE
"On the properties of solutions set for measure driven inclusions",2015,35,"DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS","10.3934/proc.2015.0287","1078-0947",,"Cichoń, Mieczysław",TRUE,TRUE
"On the solid hulls of the Nevanlinna and Smirnov Classes",2014,30,"ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA","10.5186/aasfm.2014.3953","1239-629X",,"Nawrocki, Marek",TRUE,TRUE
"On the work of Lech Drewnowski",2014,14,"Functiones et Approximatio, Commentarii Mathematici","10.7169/facm/2014.50.1.1","0208-6573",,"Domański, Paweł",TRUE,TRUE
"On the work of Lech Drewnowski",2014,14,"Functiones et Approximatio, Commentarii Mathematici","10.7169/facm/2014.50.1.1","0208-6573",,"Wnuk, Witold",TRUE,TRUE
"On topological  spaces and topological groups with certain local countable networks",2015,20,"TOPOLOGY AND ITS APPLICATIONS","10.1016/j.topol.2015.04.015","0166-8641",,"Kąkol, Jerzy",TRUE,TRUE
"On topological groups with a small base and metrizability",2015,25,"FUNDAMENTA MATHEMATICAE","10.4064/fm229-2-3","0016-2736",,"Kąkol, Jerzy",TRUE,TRUE
"On topological properties of Frechet locally convex spaces with the weak topology",2015,20,"TOPOLOGY AND ITS APPLICATIONS","10.1016/j.topol.2015.05.075","0166-8641",,"Kąkol, Jerzy",TRUE,TRUE
"On Topological Properties of Metrics Defined via Generalized “Linking Construction”",2017,15,"Journal of Function Spaces","10.1155/2017/4901762","2314-8896",,"Borkowski, Marcin",TRUE,TRUE
"On Topological Properties of Metrics Defined via Generalized “Linking Construction”",2017,15,"Journal of Function Spaces","10.1155/2017/4901762","2314-8896",,"Bugajewski, Dariusz",TRUE,TRUE
"On Topological Properties of Metrics Defined via Generalized “Linking Construction”",2017,15,"Journal of Function Spaces","10.1155/2017/4901762","2314-8896",,"Burchardt, Adam",TRUE,
"On topological types of ordered median functions",2015,25,"OPTIMIZATION","10.1080/02331934.2014.883512","0233-1934",,"Grzybowski, Jerzy",TRUE,TRUE
"On topological types of ordered median functions",2015,25,"OPTIMIZATION","10.1080/02331934.2014.883512","0233-1934",,"Urbański, Ryszard",TRUE,TRUE
"On two families of tests for normality with empirical description of their performances",2014,10,"Discussiones Mathematicae Probability and Statistics",,"1509-9423",,"Wołyński, Waldemar",TRUE,TRUE
"On unbounded almost periodic functions in Hausdorff metric",2013,9,"Commentationes Mathematicae","10.14708/cm.v53i1.769","2080-1211",,"Stoiński, Stanisław",TRUE,TRUE
"On uncomplemented isometric copies of c_0 in spaces of continuous functions on products of the two-arrows space",2015,15,"INDAGATIONES MATHEMATICAE-NEW SERIES","10.1016/j.indag.2014.09.003","0019-3577",,"Michalak, Artur",TRUE,TRUE
"On uncomplemented isometric copies of c_0 in spaces of continuous functions on products of the two-arrows space II",2016,15,"INDAGATIONES MATHEMATICAE-NEW SERIES","10.1016/j.indag.2016.06.010","0019-3577",,"Michalak, Artur",TRUE,TRUE
"On Valdivia strong version of Nikodym boundedness property",2017,40,"JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS","10.1016/j.jmaa.2016.08.032","0022-247X",,"Kąkol, Jerzy",TRUE,TRUE
"On weight function methods in Chooser–Picker games",2013,20,"THEORETICAL COMPUTER SCIENCE","10.1016/j.tcs.2012.12.037","0304-3975",,"Bednarska-Bzdęga, Małgorzata",TRUE,TRUE
"One more Turán number and Ramsey number for the loose 3-uniform path of length three",2017,15,"Discussiones Mathematicae Graph Theory","10.7151/dmgt.1940","1234-3099","2083-5892","Polcyn-Lewandowska, Joanna",TRUE,TRUE
"One-sided ideals of the non-commutative Schwartz space",2015,25,"MONATSHEFTE FUR MATHEMATIK","10.1007/s00605-015-0758-z","0026-9255",,"Piszczek, Krzysztof",TRUE,TRUE
"Operator on the space of rapidly decreasing functions with all non-zero vectors hypercyclic",2013,45,"ADVANCES IN MATHEMATICS","10.1016/j.aim.2013.05.017","0001-8708",,"Goliński, Michał",TRUE,TRUE
"Optimal Gersgorin-style estimation of the largest singular value. II",2016,30,"Electronic Journal of Linear Algebra","10.13001/1081-3810.3033","1537-9582",,"Szulc, Tomasz",TRUE,TRUE
"Order Asymptotically Isometric Copies of c(o) in the Subspaces of Order Continuous Elements in Orlicz Spaces",2014,30,"JOURNAL OF CONVEX ANALYSIS",,"0944-6532",,"Hudzik, Henryk",TRUE,TRUE
"Oscillation criteria for nonlinear neutral functional dynamic equations on time scales",2013,20,"Mathematica Slovaca","10.2478/s12175-012-0097-7","0139-9918",,"Kubiaczyk, Ireneusz",TRUE,TRUE
"Oscillation criteria for nonlinear neutral functional dynamic equations on time scales",2013,20,"Mathematica Slovaca","10.2478/s12175-012-0097-7","0139-9918",,"Sikorska-Nowak, Aneta",TRUE,TRUE
"Oscillatory properties of real functions with weakly bounded Mellin transform",2014,25,"QUARTERLY JOURNAL OF MATHEMATICS","10.1093/qmath/has036","0033-5606",,"Radziejewski, Maciej",TRUE,TRUE
"Pairing-Friendly Primes for Abelian Varieties",2016,20,"FUNDAMENTA INFORMATICAE","10.3233/FI-2016-1453","0169-2968",,"Grześkowiak, Maciej",TRUE,TRUE
"Perception of Apple Juice: A Comparison of Physicochemical Measurements, Descriptive Analysis and Consumer Responses",2016,20,"JOURNAL OF FOOD QUALITY","10.1111/jfq.12208","0146-9428",,"Górecki, Tomasz",TRUE,TRUE
"Perfect matchings in random intersection graphs",2013,20,"ACTA MATHEMATICA HUNGARICA","10.1007/s10474-012-0266-8","0236-5294",,"Łuczak, Tomasz",TRUE,TRUE
"Perfectness in locales",2017,20,"Quaestiones Mathematicae (QM)","10.2989/16073606.2017.1299810","1607-3606","1727-933X","Kubiak, Tomasz",TRUE,TRUE
"Picker–Chooser fixed graph games",2016,35,"JOURNAL OF COMBINATORIAL THEORY SERIES B","10.1016/j.jctb.2015.12.008","0095-8956",,"Bednarska-Bzdęga, Małgorzata",TRUE,TRUE
"Picker–Chooser fixed graph games",2016,35,"JOURNAL OF COMBINATORIAL THEORY SERIES B","10.1016/j.jctb.2015.12.008","0095-8956",,"Łuczak, Tomasz",TRUE,TRUE
"Poisson approximation of counts of subgraphs in random intersection graphs",2017,25,"DISCRETE MATHEMATICS","10.1016/j.disc.2017.04.013","0012-365X",,"Rybarczyk-Krzywdzińska, Katarzyna",TRUE,TRUE
"POLONIA dynamics during the years 2006-2012 and the effectiveness of the monetary policy of the National Bank of Poland",2015,15,"Empirica","10.1007/s10663-015-9287-1","0340-8744","1573-6911","Płuciennik, Piotr",TRUE,TRUE
"Positive solutions of perturbed nonlinear Hammerstein integral equation",2017,20,"Mathematica Slovaca","10.1515/ms-2017-0025","0139-9918","1337-2211","Sikorska-Nowak, Aneta",TRUE,TRUE
"Powerset residuated algebras",2014,20,"Logic and Logical Philosophy","10.12775/LLP.2013.029","1425-3305",,"Kołowska-Gawiejnowicz, Mirosława",TRUE,TRUE
"Predecessors and successors in random mappings with exchangeable in-degrees",2013,20,"JOURNAL OF APPLIED PROBABILITY","10.1017/S0021900200009803","0021-9002",,"Jaworski, Jerzy",TRUE,TRUE
"Principal component analysis for functional data on grain yield of winter wheat cultivars",2013,12,"Biometrical Letters","10.2478/bile-2013-0019","1896-3811",,"Górecki, Tomasz",TRUE,TRUE
"Principal component analysis for functional data on grain yield of winter wheat cultivars",2013,12,"Biometrical Letters","10.2478/bile-2013-0019","1896-3811",,"Krzyśko, Mirosław",TRUE,TRUE
"Probabilistic tree-generating binary grammars",2014,25,"POSITIVITY","10.1515/psicl-2014-0007","1385-1292",,"Jassem, Krzysztof",TRUE,TRUE
"Probabilistic tree-generating binary grammars",2014,25,"POSITIVITY","10.1515/psicl-2014-0007","1385-1292",,"Skórzewski, Paweł",TRUE,
"Products of cyclotomic polynomials on unit circle",2017,20,"International Journal of Number Theory","10.1142/S1793042117501408","1793-0421","1793-7310","Bzdęga, Bartłomiej",TRUE,TRUE
"Qualitative approximation of solutions to difference equations",2015,30,"Electronic Journal of Qualitative Theory of Differential Equations","10.14232/ejqtde.2015.1.32","1417-3875",,"Migda, Janusz",TRUE,TRUE
"Quasi s-numbers and measures of non-compactness of multilinear operators",2013,30,"ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA","10.5186/aasfm.2013.3842","1239-629X",,"Mastyło, Mieczysław",TRUE,TRUE
"Rademacher functions in Nakano spaces",2016,40,"Analysis & PDE","10.2140/apde.2016.9.1","1948-206X",,"Mastyło, Mieczysław",TRUE,TRUE
"Ramsey properties of random graphs and Folkman numbers",2017,15,"Discussiones Mathematicae Graph Theory","10.7151/dmgt.1971","1234-3099","2083-5892","Ruciński, Andrzej",TRUE,TRUE
"Random lifts of graphs are highly connected",2013,25,"ELECTRONIC JOURNAL OF COMBINATORICS",,"1077-8926","1077-8926","Witkowski, Marcin",TRUE,TRUE
"Random mappings with Ewens cycle structure",2013,15,"ARS COMBINATORIA",,"0381-7032",,"Jaworski, Jerzy",TRUE,TRUE
"Random triangular groups at density 1/3",2015,40,"COMPOSITIO MATHEMATICA","10.1112/S0010437X14007805","0010-437X",,"Antoniuk, Sylwia",TRUE,TRUE
"Random triangular groups at density 1/3",2015,40,"COMPOSITIO MATHEMATICA","10.1112/S0010437X14007805","0010-437X",,"Łuczak, Tomasz",TRUE,TRUE
"Reduced Pairs of Compact Convex Sets and Ordered Median Functions",2016,35,"JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS","10.1007/s10957-015-0860-3","0022-3239",,"Grzybowski, Jerzy",TRUE,TRUE
"Reduced Pairs of Compact Convex Sets and Ordered Median Functions",2016,35,"JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS","10.1007/s10957-015-0860-3","0022-3239",,"Urbański, Ryszard",TRUE,TRUE
"Reduction of Weak Exhausters and Optimality Conditions via Reduced Weak Exhausters",2015,35,"JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS","10.1007/s10957-014-0592-9","0022-3239",,"Urbański, Ryszard",TRUE,TRUE
"Reduction of Weak Exhausters and Optimality Conditions via Reduced Weak Exhausters",2015,35,"JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS","10.1007/s10957-014-0592-9","0022-3239",,"Grzybowski, Jerzy",TRUE,TRUE
"Refined Turán numbers and Ramsey numbers for the loose 3-uniform path of length three",2017,25,"DISCRETE MATHEMATICS","10.1016/j.disc.2016.08.006","0012-365X",,"Polcyn-Lewandowska, Joanna",TRUE,TRUE
"Refined Turán numbers and Ramsey numbers for the loose 3-uniform path of length three",2017,25,"DISCRETE MATHEMATICS","10.1016/j.disc.2016.08.006","0012-365X",,"Ruciński, Andrzej",TRUE,TRUE
"Regional topology and approximative solutions of difference and differential equations",2015,8,"Tatra Mountains Mathematical Publications","10.1515/tmmp-2015-0031","1210-3195",,"Migda, Janusz",TRUE,TRUE
"Regression Methods for Combining Multiple Classifiers",2015,15,"COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION","10.1080/03610918.2013.794286","0361-0918",,"Górecki, Tomasz",TRUE,TRUE
"Regression Methods for Combining Multiple Classifiers",2015,15,"COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION","10.1080/03610918.2013.794286","0361-0918",,"Krzyśko, Mirosław",TRUE,TRUE
"Remark on borderline traces of Besov and Triebel-Lizorkin spaces on noncompact hypersurfaces",2013,9,"Commentationes Mathematicae","10.14708/cm.v53i2.793","2080-1211",,"Skrzypczak, Leszek",TRUE,TRUE
"Remark on borderline traces of Besov and Triebel-Lizorkin spaces on noncompact hypersurfaces",2013,9,"Commentationes Mathematicae","10.14708/cm.v53i2.793","2080-1211",,"Tomasz, Bernadeta",TRUE,TRUE
"Restriction of Hardy spaces to linear subvarieties",2015,25,"Complex Variables and Elliptic Equations","10.1080/17476933.2014.986655","1747-6933",,"Jasiczak, Michał",TRUE,TRUE
"Right inverses for partial differential operators on spaces of Whitney functions",2014,15,"BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN",,"1370-1444",,"Ciaś, Tomasz",TRUE,TRUE
"Roth's theorem in many variables",2014,30,"ISRAEL JOURNAL OF MATHEMATICS","10.1007/s11856-013-0049-0","0021-2172",,"Schoen, Tomasz",TRUE,TRUE
"Rozproszone znaczniki czasu",2015,8,"Zeszyty Naukowe Uniwersytetu Szczecińskiego Ekonomiczne Problemy Usług",,"1640-6818",,"Gogolewski, Marcin",TRUE,TRUE
"Scaling technique for Partition-Nekrasov matrices",2015,40,"APPLIED MATHEMATICS AND COMPUTATION","10.1016/j.amc.2015.08.136","0096-3003",,"Szulc, Tomasz",TRUE,TRUE
"Scheduling for data gathering networks with data compression",2015,40,"EUROPEAN JOURNAL OF OPERATIONAL RESEARCH","10.1016/j.ejor.2015.05.026","0377-2217",,"Berlińska, Joanna",TRUE,TRUE
"Scheduling jobs with mixed processing times, arbitrary precedence constraints and maximum cost criterion",2013,40,"COMPUTERS & INDUSTRIAL ENGINEERING","10.1016/j.cie.2012.10.010","0360-8352",,"Dębczyński, Marek",TRUE,FALSE
"Scheduling jobs with mixed processing times, arbitrary precedence constraints and maximum cost criterion",2013,40,"COMPUTERS & INDUSTRIAL ENGINEERING","10.1016/j.cie.2012.10.010","0360-8352",,"Gawiejnowicz, Stanisław",TRUE,TRUE
"Scheduling linearly deteriorating jobs by two agents to minimize the weighted sum of two criteria",2014,35,"COMPUTERS & OPERATIONS RESEARCH","10.1016/j.cor.2014.06.020","0305-0548",,"Suwalski, Cezary",TRUE,TRUE
"Scheduling linearly deteriorating jobs by two agents to minimize the weighted sum of two criteria",2014,35,"COMPUTERS & OPERATIONS RESEARCH","10.1016/j.cor.2014.06.020","0305-0548",,"Gawiejnowicz, Stanisław",TRUE,TRUE
"Scheduling Multilayer Divisible Computations",2015,15,"RAIRO-OPERATIONS RESEARCH","10.1051/ro/2014050","0399-0559",,"Berlińska, Joanna",TRUE,TRUE
"Second order three-point boundary value problems in abstract spaces",2014,15,"Acta Mathematicae Applicatae Sinica-English Series","10.1007/s10255-014-0429-1","0168-9673",,"Cichoń, Mieczysław",TRUE,TRUE
